,"[0, 0]","[0, 1]","[0, 2]","[1, 0]","[1, 1]","[1, 2]","[2, 0]","[2, 1]","[2, 2]"
1000021000200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100021000200000,0.0,0.0,0.010356723421170354,0.0,0.0,0.0,-0.03720090789746214,0.0,0.0
1100221000200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100221010200000,-0.01,-0.01,-0.01,0.0,-0.01,-0.01,-0.01,-0.02332444520657956,-0.01
1120221010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000010000000,-0.07527669582858725,-0.05814340638946862,-0.05759781417551145,-0.07147858608760002,-0.05117958508452396,-0.07480618644393891,-0.058519850599,-0.06375491975869911,-0.061987162711454824
0200000010000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200000011000000,0.0,0.0,-0.008829816406037187,-0.010065396753289714,-0.01,0.0,0.0,0.0,-0.006850581290272787
0200020011000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000000002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010000002000000,-0.01,-0.01,-0.01,0.0,0.0,0.0,-0.013274176306361607,0.0,-0.0146748344457261
1210000002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210000012000000,0.0,0.0,0.0,0.0,-0.007886261707607992,0.0,-0.01,0.0,0.0
1210200012000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000002100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000012100000,0.0,-0.03366425695365617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020000012100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0120000012100000,0.0,0.0,0.0,0.0,-0.03896396426406978,0.0,0.0,-0.01,0.0
0120200012100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0120210012100000,-0.01,-0.01,-0.01,-0.01,-0.0199,-0.022587939137819542,-0.01,-0.01,-0.01
2120210012100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000200010000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000200010000000,0.0,-0.023700444919806843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000200010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100200010200000,-0.01,0.0,0.0,0.0,-0.01,0.0,0.0,-0.017009310384044213,0.0
1100220010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100000002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100100002000000,0.0,-0.01,0.0,0.0,0.0,0.0,-0.02718602385660273,0.0,0.0
0100100002200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100100012200000,0.0,0.0,0.0,0.0,0.0,-0.033562992415558955,0.0,0.0,0.0
2100100012200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100101012200000,-0.01,0.0,0.0,-0.01,-0.02052237873834716,-0.01,-0.01,-0.01,0.0
2120101012200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0010200010000000,0.0,0.0,0.0,0.0,0.01088999619334446,0.0,0.0,-0.01,0.0
0010200012000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0010200000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0010201000000000,-0.017266959897359057,0.0,-0.01,-0.01,-0.025829008522128584,-0.01,-0.017315641768174572,-0.01,-0.01
0210201000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0210201010000000,-0.021377335516264903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0210201010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210201010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02639177224230233,0.0
1210221010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200100000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0210100000000000,-0.03086597612324349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0210102000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210102000000000,0.0,-0.01,-0.01,-0.01,-0.01,-0.0199,-0.0013894473146061712,0.0,0.0
1210122000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200010000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200110000000000,-0.011245725514519042,0.0,0.0,0.0,0.0,0.0,-0.010646827000827943,0.0,0.0
0200110020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200110020000000,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.004794582402863973
1200110022000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0010002000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0010012000000000,-0.022054474820220833,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0
0010012020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010012020000000,-0.01,0.0,-0.01,0.0,-0.01,-0.01,0.0,-0.01,0.020225900420877053
1010012022000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000011002000000,0.0,0.0,0.0,-0.0071820122799682515,0.0,0.0,0.0,0.0,-0.015144543849471061
0020011002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000001000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000011000000000,-0.01,0.0,0.00830892511556249,0.0,0.0,0.0,0.0,0.0,0.0
2000011002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010011002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013335850458956586
2010211002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001000200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000011000200000,0.0,0.007574242502400594,-0.03881145121044764,0.16395665741893228,0.0,0.0,0.0,-0.038907907773392286,-0.01
0020011000200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020011001200000,0.0,-0.005405163992960201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020011021200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200001000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200011000000000,0.0,-0.01,-0.015923113236580883,-0.01,0.0,-0.01,-0.028371797874974135,0.0,-0.0021746819612328194
0200211000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200211010000000,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,-0.025939793086381755
0220211010000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0220211010100000,-0.021223039032332344,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01,0.0
0220211012100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000011020000000,0.0,-0.019874349757532214,0.0,-0.01,-0.01,0.0,-0.01,0.0,0.0
0000211020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100211020000000,-0.016556563961619135,0.0,-0.0005482957259028698,-0.01,-0.01,-0.01,-0.01,-0.0012602492214929019,0.0
0120211020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200011002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200011002100000,0.0,0.0,0.0,-0.0026847925447318803,0.0,0.0,0.0,0.0,0.0
0220011002100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000121000000000,0.0,0.0,0.0,-0.01,0.0,-0.01,0.0,0.0,-0.00881519373018208
0020121000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020121000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010882955222447015,0.0
2020121000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020000001000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020001001000000,0.0,0.0,0.0,0.0,0.0,0.0,-0.010079337934132626,0.0,0.0
0020201001000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020201011000000,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,0.008621205488224228
0220201011000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000011020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010011020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029448463114542626
2010011022000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000021000100000,0.0,0.0,0.009045254744904719,-0.01,0.0,0.0,0.0,0.0,0.0
0000221000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000020000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000020001000000,0.0,-0.00649172281851655,0.0,0.0,0.0,0.0,0.0,0.0,-0.013615500080861927
1000020021000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000010002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000010012000000,0.0,-0.01932962529987062,0.0,0.0,0.0,0.0,0.0,-0.01,0.0
2000010012000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100010012000000,0.0,0.0,-0.0087848421553298,0.0,0.0,0.0,0.0,-0.01,-0.01
2100010012200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100020000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100020010000000,0.0,0.0,-0.031225920330088093,0.0,0.0,-0.018980169778331557,-0.01,-0.022966940133994442,0.0
0100020010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0110020010200000,0.0,-0.01,0.0,-0.03129327682675616,-0.01,0.0,-0.01,-0.017002541734450486,-0.0199
0110022010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0110122010200000,-0.026292053294270933,-0.01,0.0,0.0,0.0,0.0,-0.01,0.0,-0.01
0000000020100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001020100000,0.0,0.0,-0.006944224510633467,0.0,0.0,-0.01,0.0,0.0,-0.01
0000201020100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000010020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000010020000000,-0.01,0.0,-0.027218893510570514,0.0,0.0,0.0,0.0,0.0,0.0
1200010020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210010020000000,-0.01,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,-0.008428428811737458
1210012020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000100010200000,0.0,0.0,0.0,-0.01,-0.030517002908939075,-0.022449633377829466,-0.0199,-0.027900630046062056,0.0
0200100010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200110010200000,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,-0.029835866839289946,0.0
2200110010200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200110011200000,0.0,-0.01,-0.022906406365516017,0.0,0.0,-0.01,-0.01,0.0,0.0
2200112011200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000002000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010002000000000,0.0,0.0,0.0,0.014993717056026548,0.0,0.0,0.0,0.0,-0.015114380544069512
1010202000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010202000100000,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.010691023539200593,0.0
1010202020100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000201000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000201001000000,-0.020166065242842434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000201001200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000201001200000,0.0,0.0,-0.018390588695080663,-0.01,0.0,0.0,0.0,0.0,0.0
1000201021200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010201021200000,0.0,0.0,0.0,0.0,-0.022704430487753887,0.0,0.0,0.0,0.0
1210201021200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000120000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000120000000000,-0.01,0.0,0.0,0.0,0.0,0.0,-0.0051826679159675815,0.0,0.0
1000120000200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200000001000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200010001000000,0.0,0.0,-0.031193009654219266,-0.028620495415177628,0.0,0.0,0.0,0.0,0.0
0200112001000000,-0.020083028891277464,-0.01,-0.01,-0.01,0.0,0.0,-3.938497797987123e-06,0.0,0.0
0220112001000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010000010000000,-0.01,-0.024808864298535568,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0
2010200010000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110200010000000,-0.01,0.0,0.0,0.0,-0.01,-0.011228391353050017,-0.01,0.0,0.0
2110220010000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110221010000000,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.004768162403673246
2110221012000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0010021000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023753724763464503
0010221000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000200001100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000020000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000020001100000,0.0,0.0,0.0,0.0,0.0,-0.01922405546784025,0.0,0.0,0.0
0000220001100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000221001100000,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.00858619389140141,0.0,0.0
0200221001100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000001020000000,0.0,-0.031020971404160297,0.0,0.0,0.0,0.0,-0.01,0.0,0.0
1020001020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120001020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03829749556069172
1120201020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120201020100000,-0.01,-0.0199,0.0,-0.01,-0.029394700801445073,0.0,-0.01,-0.01,-0.01
1120201022100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000002000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0010002000100000,-0.032785429395699936,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
0210002000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210002000100000,0.0,0.0,0.0,-0.01,0.0,-0.01,-0.034104311477097055,0.0,0.0
1210202000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210202010100000,0.0,-0.01,-0.01,0.0,-0.028175614684634514,-0.01,-0.01,0.0,0.0
1210202012100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000100002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000100012000000,0.0,0.0,-0.02706061003370559,0.0,0.0,0.0,0.0,0.0,0.0
2000100012000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010100012000000,0.0,0.0,-0.0199,0.0,-0.008162643875799512,0.0,0.0,-0.01,-0.01
2010100012200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020000000100000,-0.01,0.0,0.0,0.0,0.0,-0.029926635069869707,0.0,0.0,0.0
1020020000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020021000100000,-0.01,-0.02311726616731086,0.0,0.0,-0.01,-0.01,0.0,0.0,0.0
1120221000100000,-0.01,0.0,0.0,0.0,-0.01,0.0,-0.0159119566749853,0.0,0.0
1120221002100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000020001000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000020011000000,0.0,0.0,0.0,-0.03183966702700885,0.0,0.0,0.0,0.0,-0.008310024283879263
0000022011000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000002010000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000012010000000,-0.035888610172226394,0.0,-0.009716797740306139,0.0,0.0,-0.01,0.0,-0.004115671327447666,0.0
0200012010000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200012011000000,0.0,0.0,-0.005081075712898353,0.0,0.0,0.0,0.0,0.0,0.0
0200012011200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000200001000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000200011000000,0.0,-0.022696132059903545,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
0020200011000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0120200011000000,-0.015119518554088872,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0
0120200011200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0110000002000000,-0.0018410458756694605,-0.01,0.0,0.0,0.0,-0.019977046697440232,0.0,0.0,0.0
2110000002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110001002000000,0.0,0.0,0.0,0.0,0.0,0.0,-0.024663020614123714,0.0,0.0
2110001002200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110001012200000,0.0,0.0,0.0,0.0,-0.030448173597683634,0.0,0.0,0.0,0.0
2110201012200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000010000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000010100000,0.0,0.0,0.0,0.0,0.0,-0.03525589286360335,0.0,-0.01,0.0
2000000012100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000001012100000,0.0,0.0,0.0,0.0,-0.035497437455464555,-0.01,-0.01,0.0,-0.01
2000201012100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000211012100000,0.0,-0.027559847852486184,0.0,-0.0199,-0.01,-0.01,0.0,0.0,-0.01
2020211012100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0210211000000000,0.0,-0.01,-0.01,0.0,0.0,0.0,-0.00237488872063108,0.0,0.0
0210211002000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000101020000000,0.0,-0.00839472869275498,0.0,-0.01,0.0,-0.01,-0.01,-0.003829975618308542,0.0
2000101020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100101020000000,0.0,0.0,0.0,0.0,-0.010363862583648126,0.0,0.0,0.0,0.0
2120101020000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020100000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020100001000000,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,-0.01,-0.030957809141572173
0020120001000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020120001100000,-0.038219517458731075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0220120001100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220120001100000,-0.0199,-0.01,-0.01,-0.01,-0.01,-0.01,-0.023359837968384343,0.0,-0.01
1220122001100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
